SKU_ID,SKU_NAME,CATEGORY,ABC_CLASS,SUPPLIER_ID,SUPPLIER_NAME,WAREHOUSE_ID,WAREHOUSE_LOCATION,BATCH_ID,RECEIVED_DATE,LAST_PURCHASE_DATE,EXPIRY_DATE,AUDIT_DATE,STOCK_AGE_DAYS,QUANTITY_ON_HAND,QUANTITY_RESERVED,QUANTITY_COMMITTED,DAMAGED_QTY,RETURNS_QTY,AVG_DAILY_SALES,FORECAST_NEXT_30D,DAYS_OF_INVENTORY,SKU_CHURN_RATE,ORDER_FREQUENCY_PER_MONTH,REORDER_POINT,SAFETY_STOCK,LEAD_TIME_DAYS,UNIT_COST_USD,LAST_PURCHASE_PRICE_USD,TOTAL_INVENTORY_VALUE_USD,SUPPLIER_ONTIME_PCT,FIFO_FEFO,INVENTORY_STATUS,COUNT_VARIANCE,AUDIT_VARIANCE_PCT,DEMAND_FORECAST_ACCURACY_PCT,NOTES,UPLOAD_TIMESTAMP
SKU0066,Frozen Product 385,Frozen,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH7209,2025-04-06,2025-03-16,2026-03-23,2025-07-08,156,76.00,7.00,42.00,2.00,2.00,1563.00,472,486.00,617.00,300.00,55.00,24.00,2,794.00,796.00,60381.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0067,Dairy Product 109,Dairy,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH5526,2025-06-14,2025-05-10,2025-06-29,2025-07-05,87,261.00,81.00,6.00,0.00,1.00,3603.00,1,724.00,414.00,1000.00,165.00,57.00,3,270.00,287.00,70400.00,0.00,FIFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0068,Fresh Product 369,Fresh Produce,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8800,2025-04-20,2025-03-10,2025-04-26,2025-07-14,142,271.00,97.00,65.00,2.00,2.00,3028.00,895,895.00,335.00,1400.00,233.00,82.00,5,144.00,136.00,39119.00,0.00,FEFO,Expiring Soon,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0069,Fresh Product 114,Fresh Produce,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH7046,2025-06-23,2025-05-24,2025-07-06,2025-07-17,78,130.00,26.00,29.00,3.00,1.00,1339.00,377,971.00,309.00,300.00,27.00,14.00,1,75.00,72.00,9788.00,0.00,FEFO,Expiring Soon,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0070,Pantry Product 181,Pantry,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH4777,2025-06-23,2025-06-16,2027-11-19,2025-07-31,78,12.00,12.00,0.00,1.00,0.00,837.00,243,143.00,2092.00,600.00,16.00,8.00,1,883.00,950.00,10593.00,0.00,FIFO,Low Stock,0.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0071,Personal Product 354,Personal Care,A,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH5530,2025-07-16,2025-05-31,2029-04-02,2025-08-28,55,211.00,46.00,31.00,1.00,1.00,1469.00,393,1436.00,209.00,500.00,71.00,27.00,3,2176.00,2273.00,4.59,0.00,FEFO,In Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0072,Meat Product 185,Meat,A,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5494,2025-09-06,2025-09-04,2025-09-15,2025-07-01,3,505.00,69.00,42.00,2.00,1.00,3718.00,1,1358.00,221.00,1300.00,391.00,131.00,7,953.00,887.00,4.81,0.00,FIFO,Expiring Soon,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0073,Personal Product 327,Personal Care,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH5658,2025-09-06,2025-08-07,2029-11-24,2025-07-15,3,45.00,8.00,2.00,2.00,1.00,276.00,87,1630.00,184.00,400.00,20.00,12.00,3,591.00,609.00,26611.00,0.00,FEFO,In Stock,6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0074,Personal Product 130,Personal Care,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH9056,2025-08-24,2025-08-20,2028-11-21,2025-08-21,16,51.00,13.00,7.00,2.00,0.00,570.00,175,895.00,335.00,300.00,13.00,7.00,1,75.00,72.00,3827.00,0.00,FIFO,In Stock,1.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0075,Personal Product 44,Personal Care,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH4697,2025-04-20,2025-03-02,2028-08-19,2025-07-14,142,32.00,13.00,17.00,0.00,2.00,535.00,117,598.00,502.00,500.00,16.00,11.00,1,331.00,378.00,10594.00,0.00,FEFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0076,Meat Product 302,Meat,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH2625,2025-04-17,2025-02-16,2025-04-23,2025-06-21,145,88.00,23.00,13.00,1.00,3.00,1762.00,556,499.00,601.00,500.00,192.00,69.00,7,792.00,844.00,69655.00,0.00,FIFO,Low Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0077,Beverages Product 81,Beverages,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH3564,2025-04-21,2025-04-21,2026-09-21,2025-07-14,141,431.00,35.00,78.00,3.00,2.00,5558.00,2,775.00,387.00,1700.00,1.17,392.00,14,494.00,518.00,2.13,0.00,FEFO,Low Stock,7.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0078,Frozen Product 17,Frozen,B,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH8438,2025-03-13,2025-03-09,2025-11-20,2025-08-07,180,318.00,130.00,119.00,0.00,0.00,4547.00,1,699.00,429.00,1300.00,205.00,69.00,3,336.00,322.00,1.07,0.00,FIFO,In Stock,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0079,Pantry Product 339,Pantry,B,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH4683,2025-08-11,2025-07-01,2029-08-30,2025-08-06,29,87.00,12.00,36.00,1.00,1.00,1646.00,504,529.00,568.00,900.00,127.00,45.00,5,987.00,903.00,85851.00,0.00,FIFO,Low Stock,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0080,Fresh Product 85,Fresh Produce,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH8195,2025-04-17,2025-04-10,2025-04-24,2025-06-13,145,468.00,146.00,34.00,0.00,0.00,4550.00,1,1029.00,292.00,1400.00,478.00,160.00,7,234.00,246.00,1.09,0.00,FEFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0081,Bakery Product 140,Bakery,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH2317,2025-05-06,2025-03-29,2025-05-11,2025-07-16,126,256.00,31.00,69.00,2.00,0.00,2174.00,796,1178.00,255.00,700.00,99.00,34.00,3,339.00,315.00,86746.00,0.00,FIFO,Expiring Soon,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0082,Pantry Product 14,Pantry,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH1339,2025-03-21,2025-02-01,2029-06-11,2025-06-28,172,246.00,70.00,71.00,1.00,1.00,2485.00,736,990.00,303.00,800.00,78.00,28.00,2,972.00,1107.00,2.39,0.00,FEFO,In Stock,1.00,0.00,0.00,High return rate,2026-01-04T03:05:54Z
SKU0083,Frozen Product 334,Frozen,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH8141,2025-07-25,2025-06-15,2026-06-19,2025-08-29,46,9.00,9.00,0.00,0.00,0.00,285.00,110,316.00,950.00,100.00,18.00,12.00,2,100.00,92.00,902.00,0.00,FEFO,Low Stock,-6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0084,Bakery Product 165,Bakery,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH9117,2025-06-17,2025-05-30,2025-06-22,2025-07-01,84,82.00,21.00,16.00,2.00,1.00,977.00,333,839.00,357.00,500.00,109.00,41.00,7,156.00,149.00,12804.00,0.00,FEFO,Low Stock,0.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0085,Seafood Product 166,Seafood,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH9889,2025-05-01,2025-04-02,2025-05-04,2025-09-03,131,223.00,46.00,83.00,1.00,0.00,2895.00,893,770.00,389.00,1000.00,181.00,65.00,4,703.00,657.00,1.57,0.00,FEFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0086,Bakery Product 388,Bakery,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH5375,2025-08-27,2025-07-23,2025-08-30,2025-08-04,13,490.00,203.00,59.00,4.00,0.00,6701.00,2,731.00,410.00,2500.00,203.00,69.00,2,362.00,329.00,1.77,0.00,FIFO,Expiring Soon,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0087,Beverages Product 63,Beverages,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH3594,2025-07-10,2025-06-21,2030-07-02,2025-07-01,61,173.00,62.00,21.00,1.00,2.00,1672.00,440,1035.00,290.00,500.00,26.00,9.00,1,424.00,390.00,73414.00,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0088,Meat Product 431,Meat,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH9165,2025-08-10,2025-06-12,2025-08-19,2025-07-06,30,150.00,39.00,2.00,0.00,0.00,1207.00,464,1243.00,241.00,800.00,22.00,10.00,1,953.00,1042.00,1.43,0.00,FEFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0089,Bakery Product 248,Bakery,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH3369,2025-05-16,2025-04-22,2025-05-22,2025-06-25,116,105.00,0.00,64.00,1.00,1.00,1805.00,472,582.00,516.00,1200.00,274.00,94.00,10,375.00,349.00,39357.00,0.00,FIFO,Low Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0090,Household Product 443,Household,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH9318,2025-05-26,2025-05-09,2028-04-21,2025-08-04,106,17.00,3.00,4.00,3.00,0.00,182.00,63,934.00,321.00,100.00,9.00,5.00,2,1878.00,1761.00,31924.00,0.00,FIFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0091,Household Product 297,Household,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH8935,2025-05-18,2025-04-26,2029-05-25,2025-07-01,114,111.00,36.00,20.00,0.00,0.00,1197.00,393,927.00,324.00,1000.00,131.00,47.00,7,233.00,261.00,25844.00,0.00,FEFO,Low Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0092,Bakery Product 478,Bakery,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH7274,2025-03-15,2025-03-01,2025-03-18,2025-09-04,178,780.00,149.00,75.00,0.00,1.00,5383.00,1,1449.00,207.00,1400.00,246.00,85.00,3,312.00,311.00,2.44,0.00,FEFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0093,Frozen Product 468,Frozen,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH3492,2025-03-24,2025-02-21,2026-03-05,2025-08-24,169,207.00,61.00,59.00,2.00,0.00,2649.00,794,781.00,384.00,900.00,47.00,21.00,1,712.00,761.00,1.47,0.00,FIFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0094,Pantry Product 446,Pantry,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH8486,2025-08-15,2025-08-15,2029-07-27,2025-07-19,25,118.00,19.00,3.00,1.00,1.00,740.00,286,1595.00,188.00,700.00,51.00,21.00,4,160.00,184.00,18908.00,0.00,FIFO,In Stock,5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0095,Personal Product 39,Personal Care,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH7512,2025-06-15,2025-05-05,2029-12-12,2025-07-29,86,44.00,8.00,22.00,0.00,0.00,1005.00,212,438.00,685.00,200.00,79.00,29.00,5,587.00,536.00,25832.00,0.00,FIFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0096,Household Product 195,Household,B,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH2121,2025-04-24,2025-04-09,2026-07-06,2025-08-11,138,61.00,10.00,4.00,4.00,1.00,997.00,272,612.00,490.00,100.00,111.00,41.00,7,1849.00,1694.00,1.13,0.00,FEFO,Low Stock,-5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0097,Bakery Product 51,Bakery,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH5906,2025-07-29,2025-06-02,2025-08-05,2025-09-04,42,151.00,59.00,92.00,0.00,2.00,4053.00,916,373.00,805.00,1100.00,130.00,49.00,2,387.00,381.00,58466.00,0.00,FIFO,Expiring Soon,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0098,Fresh Product 184,Fresh Produce,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH9702,2025-08-03,2025-07-08,2025-08-09,2025-08-19,37,214.00,117.00,58.00,4.00,1.00,4616.00,2,464.00,647.00,900.00,75.00,29.00,1,204.00,227.00,43692.00,0.00,FIFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0099,Pantry Product 196,Pantry,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3344,2025-05-05,2025-04-21,2029-08-11,2025-06-20,127,18.00,6.00,1.00,0.00,1.00,251.00,73,717.00,418.00,200.00,16.00,8.00,3,705.00,726.00,12691.00,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0100,Meat Product 5,Meat,A,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH2210,2025-03-20,2025-02-20,2025-03-30,2025-06-26,173,339.00,189.00,65.00,0.00,0.00,3655.00,829,927.00,323.00,1600.00,386.00,130.00,7,637.00,588.00,2.16,0.00,FEFO,Low Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0101,Personal Product 354,Personal Care,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH7302,2025-06-24,2025-05-01,2027-08-05,2025-08-27,77,58.00,16.00,20.00,0.00,1.00,570.00,181,1018.00,295.00,400.00,20.00,9.00,2,1617.00,1602.00,93810.00,0.00,FEFO,In Stock,-5.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0102,Pantry Product 295,Pantry,A,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH7484,2025-09-04,2025-08-18,2030-05-14,2025-06-29,5,293.00,37.00,11.00,1.00,0.00,2585.00,549,1133.00,265.00,1200.00,196.00,67.00,5,1453.00,1368.00,4.26,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0103,Beverages Product 499,Beverages,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4770,2025-05-05,2025-03-28,2027-12-12,2025-08-12,127,562.00,73.00,18.00,2.00,0.00,3706.00,1,1516.00,198.00,1500.00,286.00,101.00,5,378.00,349.00,2.13,0.00,FEFO,In Stock,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0104,Pantry Product 348,Pantry,A,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1645,2025-04-02,2025-03-14,2029-11-15,2025-09-05,160,197.00,65.00,28.00,0.00,0.00,2438.00,892,808.00,371.00,900.00,43.00,19.00,1,1115.00,1050.00,2.20,0.00,FEFO,In Stock,-2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0105,Beverages Product 47,Beverages,B,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH4289,2025-05-26,2025-05-18,2027-05-20,2025-07-04,106,329.00,50.00,81.00,0.00,0.00,8767.00,3,375.00,799.00,2600.00,135.00,47.00,1,528.00,604.00,1.74,0.00,FEFO,In Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0106,Meat Product 85,Meat,A,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH2886,2025-06-26,2025-05-28,2025-07-11,2025-08-22,75,415.00,45.00,66.00,2.00,1.00,3065.00,1,1354.00,222.00,800.00,52.00,21.00,1,1106.00,1029.00,4.59,0.00,FIFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0107,Meat Product 347,Meat,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH7464,2025-06-08,2025-06-08,2025-06-15,2025-07-03,93,302.00,98.00,72.00,4.00,1.00,3534.00,903,855.00,351.00,1300.00,374.00,127.00,7,218.00,211.00,65751.00,0.00,FEFO,Low Stock,6.00,0.00,0.00,Promotional item,2026-01-04T03:05:54Z
SKU0108,Beverages Product 345,Beverages,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH7086,2025-06-04,2025-05-29,2030-01-01,2025-07-11,97,480.00,164.00,44.00,1.00,1.00,8712.00,3,551.00,545.00,2800.00,266.00,92.00,2,45.00,48.00,21821.00,0.00,FIFO,In Stock,-1.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0109,Seafood Product 313,Seafood,A,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH5951,2025-03-31,2025-02-18,2025-04-10,2025-08-26,162,187.00,68.00,16.00,0.00,0.00,1842.00,543,1015.00,296.00,900.00,56.00,19.00,2,1436.00,1306.00,2.68,0.00,FEFO,Expiring Soon,0.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0110,Seafood Product 253,Seafood,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH7367,2025-07-11,2025-06-12,2025-07-16,2025-06-16,60,4.00,4.00,0.00,1.00,0.00,926.00,252,43.00,6945.00,500.00,23.00,14.00,1,1297.00,1296.00,5188.00,0.00,FEFO,Low Stock,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0111,Beverages Product 277,Beverages,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH2622,2025-08-01,2025-06-09,2028-11-27,2025-06-23,39,577.00,78.00,98.00,2.00,1.00,4334.00,942,1331.00,225.00,1200.00,137.00,50.00,2,328.00,373.00,1.89,0.00,FEFO,In Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0112,Personal Product 17,Personal Care,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH4868,2025-05-19,2025-03-26,2028-11-14,2025-08-28,113,46.00,13.00,4.00,1.00,2.00,321.00,102,1433.00,209.00,400.00,18.00,12.00,2,1667.00,1893.00,76672.00,0.00,FEFO,In Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0113,Bakery Product 462,Bakery,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4109,2025-05-31,2025-05-24,2025-06-04,2025-08-29,101,649.00,79.00,12.00,3.00,0.00,6346.00,2,1023.00,293.00,2500.00,290.00,100.00,3,92.00,86.00,59838.00,0.00,FEFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0114,Pantry Product 306,Pantry,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3063,2025-06-16,2025-04-27,2027-10-27,2025-09-01,85,88.00,33.00,20.00,3.00,2.00,988.00,314,891.00,337.00,400.00,113.00,44.00,7,435.00,438.00,38263.00,0.00,FIFO,Low Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0115,Pantry Product 301,Pantry,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH1046,2025-06-17,2025-05-31,2027-04-15,2025-08-24,84,168.00,37.00,10.00,2.00,0.00,1103.00,347,1523.00,197.00,200.00,51.00,18.00,3,1338.00,1238.00,2.25,0.00,FIFO,In Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0116,Household Product 57,Household,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH4898,2025-09-06,2025-07-31,2028-09-08,2025-09-07,3,108.00,41.00,27.00,3.00,0.00,1957.00,728,552.00,544.00,1200.00,297.00,101.00,10,496.00,449.00,53519.00,0.00,FEFO,Low Stock,0.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0117,Fresh Product 380,Fresh Produce,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH2041,2025-08-11,2025-07-12,2025-08-25,2025-07-25,29,572.00,114.00,13.00,1.00,1.00,4563.00,2,1254.00,239.00,1200.00,140.00,49.00,2,152.00,143.00,86841.00,0.00,FEFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0118,Fresh Product 258,Fresh Produce,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH9543,2025-08-29,2025-08-10,2025-09-12,2025-06-19,11,829.00,89.00,39.00,0.00,0.00,6626.00,2,1251.00,240.00,3100.00,207.00,74.00,2,63.00,67.00,52318.00,0.00,FEFO,Expiring Soon,3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0119,Fresh Product 246,Fresh Produce,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9032,2025-03-18,2025-02-01,2025-03-22,2025-08-31,175,126.00,33.00,12.00,0.00,1.00,1480.00,541,851.00,352.00,500.00,162.00,58.00,7,221.00,207.00,27895.00,0.00,FEFO,Low Stock,2.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0120,Seafood Product 76,Seafood,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7240,2025-07-01,2025-05-24,2025-07-09,2025-07-13,70,262.00,29.00,33.00,2.00,1.00,1774.00,449,1477.00,203.00,400.00,381.00,133.00,14,840.00,769.00,2.20,0.00,FEFO,Low Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0121,Bakery Product 407,Bakery,A,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH8398,2025-07-16,2025-05-21,2025-07-21,2025-07-19,55,1.00,160.00,168.00,2.00,1.00,6526.00,2,1895.00,158.00,2600.00,297.00,101.00,3,317.00,302.00,3.92,0.00,FIFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0122,Frozen Product 213,Frozen,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5176,2025-05-23,2025-04-30,2026-02-07,2025-06-14,109,488.00,121.00,79.00,2.00,1.00,3816.00,818,1279.00,235.00,1400.00,237.00,84.00,4,200.00,200.00,97600.00,0.00,FIFO,In Stock,1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0123,Fresh Product 426,Fresh Produce,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH7105,2025-05-22,2025-04-01,2025-05-26,2025-06-30,110,38.00,12.00,5.00,1.00,0.00,546.00,142,696.00,431.00,400.00,26.00,10.00,3,184.00,169.00,6973.00,0.00,FIFO,Expiring Soon,1.00,0.00,0.00,Temperature controlled,2026-01-04T03:05:54Z
SKU0124,Pantry Product 344,Pantry,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH7929,2025-06-11,2025-04-17,2030-03-04,2025-08-04,90,200.00,44.00,55.00,3.00,0.00,1957.00,606,1022.00,294.00,700.00,31.00,11.00,1,362.00,391.00,72452.00,0.00,FIFO,In Stock,-3.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0125,Seafood Product 296,Seafood,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH4674,2025-08-01,2025-06-08,2025-08-11,2025-07-27,39,154.00,35.00,10.00,2.00,1.00,1264.00,280,1218.00,246.00,100.00,20.00,7.00,1,1137.00,1168.00,1.75,0.00,FIFO,Expiring Soon,-4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0126,Bakery Product 391,Bakery,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH1430,2025-07-14,2025-06-06,2025-07-19,2025-09-06,57,215.00,29.00,53.00,3.00,1.00,2419.00,916,889.00,338.00,700.00,76.00,28.00,2,309.00,349.00,66504.00,0.00,FEFO,Expiring Soon,-1.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0127,Beverages Product 159,Beverages,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH3347,2025-09-08,2025-08-03,2027-09-14,2025-09-01,1,146.00,31.00,37.00,0.00,0.00,1992.00,761,733.00,409.00,600.00,64.00,24.00,2,703.00,770.00,1.03,0.00,FEFO,In Stock,0.00,0.00,0.00,Seasonal SKU,2026-01-04T03:05:54Z
SKU0128,Fresh Product 272,Fresh Produce,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH6585,2025-05-25,2025-05-15,2025-06-04,2025-08-01,107,560.00,165.00,75.00,0.00,0.00,6666.00,3,840.00,357.00,2300.00,1.00,334.00,10,122.00,134.00,68113.00,0.00,FEFO,Low Stock,6.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0129,Beverages Product 291,Beverages,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH3579,2025-08-27,2025-07-10,2027-07-11,2025-06-15,13,812.00,174.00,38.00,0.00,0.00,6735.00,1,1206.00,249.00,2100.00,510.00,173.00,5,54.00,60.00,43483.00,0.00,FIFO,In Stock,0.00,0.00,0.00,Fragile,2026-01-04T03:05:54Z
SKU0130,Beverages Product 249,Beverages,A,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4531,2025-05-26,2025-04-08,2027-12-06,2025-07-27,106,841.00,133.00,108.00,1.00,1.00,8801.00,2,956.00,314.00,3500.00,265.00,89.00,2,585.00,603.00,4.92,0.00,FIFO,In Stock,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0131,Meat Product 348,Meat,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH1744,2025-04-28,2025-04-14,2025-05-12,2025-06-25,134,28.00,1.00,4.00,1.00,0.00,205.00,65,1366.00,220.00,100.00,15.00,9.00,3,540.00,507.00,15129.00,0.00,FEFO,Expiring Soon,2.00,0.00,0.00,High return rate,2026-01-04T03:05:54Z
SKU0132,Seafood Product 109,Seafood,A,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2965,2025-06-27,2025-06-27,2025-07-05,2025-07-16,74,319.00,12.00,82.00,0.00,0.00,2972.00,957,1073.00,279.00,1400.00,184.00,65.00,4,957.00,949.00,3.05,0.00,FEFO,Expiring Soon,4.00,0.00,0.00,,2026-01-04T03:05:54Z
SKU0133,Bakery Product 361,Bakery,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH6802,2025-04-19,2025-04-15,2025-04-26,2025-09-04,143,255.00,83.00,69.00,2.00,0.00,4527.00,1,563.00,533.00,2100.00,141.00,50.00,2,53.00,60.00,13449.00,0.00,FEFO,Expiring Soon,1.00,0.00,0.00,,2026-01-04T03:05:54Z
